subjectName:ID,:LABEL
excavation,Subject
fMRI,Subject
"fMRI,neuroinformatics",Subject
fetal brain,Subject
field walking,Subject
fine arts,Subject
fish,Subject
focal cerebral ischemia,Subject
forestry,Subject
fossil fuel,Subject
fox news,Subject
fragile X syndrome,Subject
francophone,Subject
frescoes,Subject
fuel cell,Subject
functional magnetic resonance imaging,Subject
gaba,Subject
gabaergic system,Subject
geothermal,Subject
geothermal district heating,Subject
geothermal energy,Subject
geothermal map,Subject
geothermal market,Subject
geothermal potential,Subject
geothermal reservoirs,Subject
geothermal resource assessment,Subject
geothermal suitability,Subject
geothermics,Subject
glaubensbasierte Organisationen,Subject
glioma,Subject
glutamate,Subject
glutamatergic system,Subject
green energy,Subject
green fuel,Subject
greenhouse gas emissions,Subject
gross floor area,Subject
harriet tumbman,Subject
heat demand estimation,Subject
heat recovery,Subject
heating and cooling planning,Subject
heritage science,Subject
high density electroencephalography,Subject
high field functional magnetic resonance imaging,Subject
high field magnetic resonance imaging,Subject
high speed rail,Subject
high-speed railway,Subject
history,Subject
immigration diplomacy in Canada,Subject
immigration diplomacy in Mexico,Subject
immigration diplomacy in North America,Subject
immigration diplomacy in the United States,Subject
immigration reform,Subject
inland navigation,Subject
inland waterway services,Subject
inscriptions,Subject
intangible cultural heritage,Subject
international cooperation,Subject
international migration,Subject
international order,Subject
interreligiöser Dialog,Subject
intracranial electroencephalography,Subject
jel:L92,Subject
jel:Q - Agricultural and Natural Resource Economics â€¢ Environmental and Ecological Economics/Q.Q4 - Energy/Q.Q4.Q41 - Demand and Supply â€¢ Prices,Subject
jel:Q4,Subject
jel:Q40,Subject
jel:Q41,Subject
jel:Q42,Subject
jel:Q43,Subject
jel:Q47,Subject
jel:Q48,Subject
kamala harris,Subject
kidney digital twin,Subject
latinx,Subject
left in the United States,Subject
legal aspects of digital twins,Subject
linguistic studies,Subject
lithics,Subject
local climate action,Subject
long distance freight transport,Subject
low-carbon energy,Subject
machine learning in healthcare,Subject
machine learning in medicine,Subject
magnetic resonance imaging,Subject
magnetoencephalography,Subject
make american great again (MAGA),Subject
marine,Subject
measurement_unit.energy_unit,Subject
medieval art,Subject
meningioma,Subject
mental disorder,Subject
merican Universities,Subject
mesh:C000657245,Subject
mesh:COVID-19,Subject
mesh:D045169,Subject
mesh:Energy Transfer*,Subject
mexican american,Subject
mexicanamerican,Subject
migrant hospitality,Subject
modern art,Subject
monuments,Subject
mosaics,Subject
multi electrode extracellular electrophysiology,Subject
multiple sclerosis,Subject
multiple whole cell patch clamp,Subject
myelin staining,Subject
nationale Identität,Subject
natural language processing,Subject
nba,Subject
nbc,Subject
nearshoring,Subject
nerve fiber,Subject
neural connectivity,Subject
neurite,Subject
neurofilament,Subject
neuroimaging,Subject
neuroinformatics,Subject
neuromorphic simulation,Subject
neuron,Subject
nfl,Subject
night studies,Subject
nocturnality,Subject
non-renewable energy,Subject
noradrenergic system,Subject
northern border,Subject
nuclear energy,Subject
nuclear power,Subject
numismatics,Subject
ocean,Subject
optimal resource management,Subject
optogenetic inhibition,Subject
pachucos,Subject
paintings,Subject
palaeoanthropology,Subject
paradiplomacy,Subject
parkinsons disease,Subject
patch clamp,Subject
photovoltaic,Subject
poesía chicana,Subject
port-area railway networks,Subject
pottery,Subject
power industry,Subject
power sector,Subject
precision agriculture,Subject
precision farming,Subject
price of energy,Subject
pricing for cross-border passenger transport,Subject
privacy in digital twins,Subject
psychological testing,Subject
public transportation,Subject
quantitative magnetic resonance imaging,Subject
re-immigration,Subject
religious art,Subject
religious freedom in the United States,Subject
remigration,Subject
remote sensing,Subject
renewable energy,Subject
renewable energy resource,Subject
renewable energy source,Subject
repatriation,Subject
restoration,Subject
retinotopic mapping,Subject
retrograde tracing,Subject
return migration,Subject
right in the United Stares,Subject
robotics,Subject
rural area,Subject
sars cov 2,Subject
saturday night life,Subject
scientific archives,Subject
sea,Subject
section 232,Subject
serotonergic system,Subject
serotonin,Subject
severe acute respiratory syndrome coronavirus 2,Subject
skilled migration,Subject
smart grids,Subject
smart railway communications,Subject
social responsability in Canada,Subject
social responsability in the United States,Subject
sodium MRI,Subject
soil analysis,Subject
soil nutrients,Subject
solar energy,Subject
solar heat,Subject
solar radiation,Subject
spike sorting,Subject
spiking neurons,Subject
statues,Subject
stereoelectroencephalography,Subject
stratigraphy,Subject
stroke,Subject
structural neuroimaging,Subject
subdural electrocorticography,Subject
substitute fuel,Subject
sump,Subject
sustainability,Subject
sustainable energy,Subject
sustainable energy action plan,Subject
sustainable energy and climate action plan,Subject
sustainable urban mobility plan,Subject
symmetric synapse,Subject
synaptic bouton,Subject
synaptic protein,Subject
synaptic vesicle,Subject
temples,Subject
temporary foreign workers (TFW),Subject
tetrode extracellular electrophysiology,Subject
thermal energy,Subject
third generation,Subject
tidal energy,Subject
tidal power,Subject
tipat,Subject
topographic brain mapping,Subject
tract tracing,Subject
transbordern ethnic groups,Subject
transnational organized crime,Subject
transport innovation,Subject
trigeminal neuralgia,Subject
trolleybus transport,Subject
two photon fluorescence microscopy,Subject
ultra high field functional magnetic resonance imaging,Subject
ultra high field magnetic resonance imaging,Subject
united states trade representative,Subject
unmanned vehicle,Subject
urban freight delivery infrastructures,Subject
urban freight delivery systems,Subject
urban transport,Subject
ustr,Subject
vaults,Subject
vergleichende Religionswissenschaft,Subject
virtual agriculture system,Subject
virtual human twin,Subject
visitas presidenciales de Estados Unidos a México,Subject
voltage clamp,Subject
walls,Subject
waste of energy,Subject
waste to energy,Subject
wave energy,Subject
weed control,Subject
weed detection,Subject
whole cell patch clamp,Subject
williams beuren syndrome,Subject
wind energy,Subject
wind power,Subject
Ökumene,Subject
